,place_id,licence,osm_type,osm_id,boundingbox,lat,lon,display_name,class,type,importance,icon
205480,63785121.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,5827694787.0,"['-12.0368096', '-12.0367096', '-76.9533768', '-76.9532768']",-12.0367596,-76.9533268,"SAB 4934, SANTA ANITA, L29, Calle San Jose, Santa Anita, Lima, Lima Metropolitana, Lima, 15009, Perú",place,house,0.501,
100422,213368378.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,524297922.0,"['-5.0687212', '-5.0656006', '-73.857573', '-73.8555211']",-5.0672718,-73.8564076,"San Martín, Requena, Loreto, 065, Perú",highway,residential,0.1999999999999999,
103730,213513027.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,524297903.0,"['-5.0735256', '-5.0662846', '-73.8583682', '-73.8570204']",-5.0698153,-73.8573155,"San Antonio, Requena, Loreto, 065, Perú",highway,residential,0.3,
209198,37286217.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3019465369.0,"['-11.1163838', '-11.0763838', '-77.6149253', '-77.5749253']",-11.0963838,-77.5949253,"Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",place,village,0.475,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
210924,179048891.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,323926847.0,"['-11.1888387', '-11.1272269', '-77.5973377', '-77.573199']",-11.1612727,-77.5907972,"Panamericana Norte, La Ponderosa, El Paraíso, Huacho, Huaura, Lima, 15135, Perú",highway,trunk,0.1999999999999999,
212287,220084531.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,567184310.0,"['-11.1056209', '-11.1054288', '-77.5844595', '-77.5822064']",-11.1055498,-77.5830701,"28 de Julio, San Bartolomé, Santa María, Huaura, Lima, 15138, Perú",highway,residential,0.4,
217340,251281393.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,768616367.0,"['-11.1076083', '-11.1073713', '-77.5910664', '-77.5910023']",-11.1073713,-77.5910023,"Panamericana Norte, Valdiviezo, Santa María, Huaura, Lima, 15135, Perú",highway,trunk,0.3,
219079,37286217.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3019465369.0,"['-11.1163838', '-11.0763838', '-77.6149253', '-77.5749253']",-11.0963838,-77.5949253,"Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",place,village,0.475,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
228026,37286217.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3019465369.0,"['-11.1163838', '-11.0763838', '-77.6149253', '-77.5749253']",-11.0963838,-77.5949253,"Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",place,village,0.475,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
236568,338223894.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1055873667.0,"['-11.0906997', '-11.089987', '-77.5956169', '-77.591631']",-11.0902826,-77.5933641,"Avenida Manuel Oyola, Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",highway,tertiary,0.3,
97,251281393.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,768616367.0,"['-11.1076083', '-11.1073713', '-77.5910664', '-77.5910023']",-11.1073713,-77.5910023,"Panamericana Norte, Valdiviezo, Santa María, Huaura, Lima, 15135, Perú",highway,trunk,0.3,
113,179048891.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,323926847.0,"['-11.1888387', '-11.1272269', '-77.5973377', '-77.573199']",-11.1612727,-77.5907972,"Panamericana Norte, La Ponderosa, El Paraíso, Huacho, Huaura, Lima, 15135, Perú",highway,trunk,0.1999999999999999,
120,251281393.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,768616367.0,"['-11.1076083', '-11.1073713', '-77.5910664', '-77.5910023']",-11.1073713,-77.5910023,"Panamericana Norte, Valdiviezo, Santa María, Huaura, Lima, 15135, Perú",highway,trunk,0.3,
1368,37286217.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3019465369.0,"['-11.1163838', '-11.0763838', '-77.6149253', '-77.5749253']",-11.0963838,-77.5949253,"Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",place,village,0.475,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
1867,179048891.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,323926847.0,"['-11.1888387', '-11.1272269', '-77.5973377', '-77.573199']",-11.1612727,-77.5907972,"Panamericana Norte, La Ponderosa, El Paraíso, Huacho, Huaura, Lima, 15135, Perú",highway,trunk,0.1999999999999999,
2200,338223894.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1055873667.0,"['-11.0906997', '-11.089987', '-77.5956169', '-77.591631']",-11.0902826,-77.5933641,"Avenida Manuel Oyola, Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",highway,tertiary,0.3,
2297,251281393.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,768616367.0,"['-11.1076083', '-11.1073713', '-77.5910664', '-77.5910023']",-11.1073713,-77.5910023,"Panamericana Norte, Valdiviezo, Santa María, Huaura, Lima, 15135, Perú",highway,trunk,0.3,
2790,60825295.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,5596704314.0,"['-11.06805', '-11.06795', '-77.59625', '-77.59615']",-11.068,-77.5962,"Institución educativa inicial 540 San Martin, Avenida Ferrocarril, Huaura, Lima, 15138, Perú",amenity,kindergarten,0.201,
3215,37286217.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3019465369.0,"['-11.1163838', '-11.0763838', '-77.6149253', '-77.5749253']",-11.0963838,-77.5949253,"Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",place,village,0.475,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
3343,338223894.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1055873667.0,"['-11.0906997', '-11.089987', '-77.5956169', '-77.591631']",-11.0902826,-77.5933641,"Avenida Manuel Oyola, Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",highway,tertiary,0.3,
3442,37286217.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,3019465369.0,"['-11.1163838', '-11.0763838', '-77.6149253', '-77.5749253']",-11.0963838,-77.5949253,"Cruz Blanca, Santa María, Huaura, Lima, 15138, Perú",place,village,0.475,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
56405,323790981.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9268708152.0,"['-6.4362208', '-6.3962208', '-78.3608129', '-78.3208129']",-6.4162208,-78.3408129,"Nuevo Celendín, Choropampa, Chota, Cajamarca, Perú",place,hamlet,0.25,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
56584,337952766.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,126760847.0,"['-16.4997658', '-16.4968946', '-69.1033771', '-69.0992684']",-16.4981674,-69.101478,"Desaguadero, Zepita, Chucuito, Puno, Perú",highway,residential,0.1999999999999999,
60727,282605978.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1879644.0,"['-16.653326', '-16.6095772', '-72.7258454', '-72.6994476']",-16.6248458,-72.7114514,"Camaná, Arequipa, Perú",boundary,administrative,0.3410360708527611,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
62358,260246867.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,817928771.0,"['-16.6146165', '-16.6142178', '-72.6998368', '-72.6994818']",-16.6144172,-72.69965931516327,"Hospital I Samuel Pastor de Camana Essalud, Jirón La Pampa, Villa Jardin, La Pampa, Samuel Pastor, Camaná, Arequipa, Perú",amenity,hospital,0.201,https://nominatim.openstreetmap.org/ui/mapicons//health_hospital.p.20.png
62503,260246867.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,817928771.0,"['-16.6146165', '-16.6142178', '-72.6998368', '-72.6994818']",-16.6144172,-72.69965931516327,"Hospital I Samuel Pastor de Camana Essalud, Jirón La Pampa, Villa Jardin, La Pampa, Samuel Pastor, Camaná, Arequipa, Perú",amenity,hospital,0.201,https://nominatim.openstreetmap.org/ui/mapicons//health_hospital.p.20.png
65455,110592690.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,34113617.0,"['-12.0955017', '-12.0952938', '-77.0096662', '-77.0090607']",-12.0954743,-77.0094017,"Del Parque Sur, San Borja, Lima, Lima Metropolitana, Lima, 41, Perú",highway,secondary,0.4,
70184,74796059.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7024930785.0,"['-12.1032285', '-12.1031285', '-77.0020481', '-77.0019481']",-12.1031785,-77.0019981,"Isaac albeniz 209 - 201, Jirón Isaac Albeniz, San Borja, Lima, Lima Metropolitana, Lima, LIMA41, Perú",tourism,apartment,0.201,
71026,74796059.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7024930785.0,"['-12.1032285', '-12.1031285', '-77.0020481', '-77.0019481']",-12.1031785,-77.0019981,"Isaac albeniz 209 - 201, Jirón Isaac Albeniz, San Borja, Lima, Lima Metropolitana, Lima, LIMA41, Perú",tourism,apartment,0.201,
71597,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
73574,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
73818,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
75963,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
76838,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
79295,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
80241,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
82653,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
82695,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
82934,200621371.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,438433230.0,"['-12.0961655', '-12.0911345', '-76.9892234', '-76.9866406']",-12.09357,-76.9882053,"Avenida Boulevard de Surco, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,tertiary,0.4,
85302,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
93105,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
97660,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
98201,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
98521,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
100618,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
100769,272812257.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,909191646.0,"['-12.0970297', '-12.0967845', '-76.9845282', '-76.9834708']",-12.0969912,-76.9838554,"Avenida San Borja Norte, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,secondary,0.5,
100781,200139732.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,438850963.0,"['-12.1108738', '-12.1108059', '-76.9854564', '-76.9844361']",-12.1108248,-76.9847029,"Avenida Primavera, Santiago de Surco, Lima, Lima Metropolitana, Lima, 150140, Perú",highway,secondary,0.0999999999999999,
101450,74796059.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7024930785.0,"['-12.1032285', '-12.1031285', '-77.0020481', '-77.0019481']",-12.1031785,-77.0019981,"Isaac albeniz 209 - 201, Jirón Isaac Albeniz, San Borja, Lima, Lima Metropolitana, Lima, LIMA41, Perú",tourism,apartment,0.201,
102165,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
102626,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
103145,74796059.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7024930785.0,"['-12.1032285', '-12.1031285', '-77.0020481', '-77.0019481']",-12.1031785,-77.0019981,"Isaac albeniz 209 - 201, Jirón Isaac Albeniz, San Borja, Lima, Lima Metropolitana, Lima, LIMA41, Perú",tourism,apartment,0.201,
109615,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
110333,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
112056,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
112072,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
112499,199915320.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,437459165.0,"['-12.0897361', '-12.0896201', '-76.9960193', '-76.9958174']",-12.08968165,-76.99591736262991,"Galeria Comercial Las Artes, Avenida De Las Artes Norte, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",shop,clothes,0.201,https://nominatim.openstreetmap.org/ui/mapicons//shopping_clothes.p.20.png
112554,222306292.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,583835423.0,"['-12.1013827', '-12.1011003', '-77.0065364', '-77.0063759']",-12.1012415,-77.00645612615784,"Hotel Las Artes Inn, 524, Avenida De Las Artes Sur, San Borja, Lima, Lima Metropolitana, Lima, 41, Perú",tourism,hotel,0.201,https://nominatim.openstreetmap.org/ui/mapicons//accommodation_hotel2.p.20.png
114135,74796059.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7024930785.0,"['-12.1032285', '-12.1031285', '-77.0020481', '-77.0019481']",-12.1031785,-77.0019981,"Isaac albeniz 209 - 201, Jirón Isaac Albeniz, San Borja, Lima, Lima Metropolitana, Lima, LIMA41, Perú",tourism,apartment,0.201,
114658,199915320.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,437459165.0,"['-12.0897361', '-12.0896201', '-76.9960193', '-76.9958174']",-12.08968165,-76.99591736262991,"Galeria Comercial Las Artes, Avenida De Las Artes Norte, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",shop,clothes,0.201,https://nominatim.openstreetmap.org/ui/mapicons//shopping_clothes.p.20.png
114688,199915320.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,437459165.0,"['-12.0897361', '-12.0896201', '-76.9960193', '-76.9958174']",-12.08968165,-76.99591736262991,"Galeria Comercial Las Artes, Avenida De Las Artes Norte, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",shop,clothes,0.201,https://nominatim.openstreetmap.org/ui/mapicons//shopping_clothes.p.20.png
114709,111540224.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35580790.0,"['-12.0865041', '-12.0864101', '-76.9843454', '-76.9842143']",-12.086465,-76.9842669,"Javier Prado Este, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,residential,0.4,
114908,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
115015,200621371.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,438433230.0,"['-12.0961655', '-12.0911345', '-76.9892234', '-76.9866406']",-12.09357,-76.9882053,"Avenida Boulevard de Surco, San Borja, Lima, Lima Metropolitana, Lima, L41, Perú",highway,tertiary,0.4,
115265,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
116052,47944079.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4102688801.0,"['-12.0936781', '-12.0935781', '-76.9959409', '-76.9958409']",-12.0936281,-76.9958909,"Interbank tienda Lopez de Ayala, Jirón López de Ayala, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú",amenity,bank,0.301,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
117797,169491658.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,279007830.0,"['-12.0600326', '-12.0581272', '-77.0403132', '-77.0401424']",-12.0584832,-77.0402806,"Jirón Chota, Santa Beatriz, Lima, Lima Metropolitana, Lima, BREÑA 15082, Perú",highway,residential,0.1999999999999999,
118946,115412619.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,54807813.0,"['-12.052428', '-12.0520111', '-77.0615884', '-77.0614123']",-12.0520111,-77.0614123,"Ignacio Alvarez Thomas, Lima, Lima Metropolitana, Lima, LIMA 15081, Perú",highway,residential,0.4,
119544,195857193.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,413025634.0,"['-12.0578902', '-12.0578514', '-77.0392517', '-77.0392477']",-12.0578902,-77.0392477,"Washington, Santa Beatriz, Lima, Lima Metropolitana, Lima, BREÑA 15082, Perú",highway,tertiary,0.1999999999999999,
119865,195857193.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,413025634.0,"['-12.0578902', '-12.0578514', '-77.0392517', '-77.0392477']",-12.0578902,-77.0392477,"Washington, Santa Beatriz, Lima, Lima Metropolitana, Lima, BREÑA 15082, Perú",highway,tertiary,0.1999999999999999,
120266,77109443.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,440524491.0,"['-12.05605570303', '-12.05595570303', '-77.026927783838', '-77.026827783838']",-12.056005703030303,-77.02687778383839,"1138, Jirón Andahuaylas, Barrios Altos, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",place,house,0.211,
121065,49679199.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4335828464.0,"['-12.0472829', '-12.0471829', '-77.0298206', '-77.0297206']",-12.0472329,-77.0297706,"278, Jirón Huallaga, Lima, Lima Metropolitana, Lima, 15001, Perú",place,house,0.211,
121240,269372918.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,892552887.0,"['-12.0743008', '-12.0645569', '-77.0362972', '-77.0348386']",-12.0694209,-77.0354915,"Avenida Petit Thouars, Santa Beatriz, Lima, Lima Metropolitana, Lima, LIMA 15046, Perú",highway,secondary,0.3,
121710,83695579.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,8313548012.0,"['-12.0690633', '-12.0689633', '-77.0359', '-77.0358']",-12.0690133,-77.03585,"Abel Bergasse du Petit Thouars, Avenida Petit Thouars, Santa Beatriz, Lima, Lima Metropolitana, Lima, LIMA 15046, Perú",historic,memorial,0.301,https://nominatim.openstreetmap.org/ui/mapicons//tourist_monument.p.20.png
122365,218610626.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,554081095.0,"['-12.0362418', '-12.036166', '-77.0620375', '-77.0614728']",-12.0362176,-77.0617143,"Pasaje Morales Duarez, Primero de Setiembre, Lima, Lima Metropolitana, Lima, 15101, Perú",highway,service,0.2749999999999999,
122483,218610626.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,554081095.0,"['-12.0362418', '-12.036166', '-77.0620375', '-77.0614728']",-12.0362176,-77.0617143,"Pasaje Morales Duarez, Primero de Setiembre, Lima, Lima Metropolitana, Lima, 15101, Perú",highway,service,0.2749999999999999,
123185,180443092.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,328778371.0,"['-12.0691849', '-12.0691419', '-77.0119961', '-77.0117046']",-12.0691675,-77.011879,"Aviacion, San German, La Victoria, Lima, Lima Metropolitana, Lima, 15018, Perú",highway,residential,0.1999999999999999,
123447,131419888.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129897418.0,"['-12.058434', '-12.0582494', '-77.0246019', '-77.0242796']",-12.0582494,-77.0246019,"Nicolas de Pierola, Quinta Olavide, Santa Beatriz, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",highway,secondary,0.4,
124386,195857193.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,413025634.0,"['-12.0578902', '-12.0578514', '-77.0392517', '-77.0392477']",-12.0578902,-77.0392477,"Washington, Santa Beatriz, Lima, Lima Metropolitana, Lima, BREÑA 15082, Perú",highway,tertiary,0.1999999999999999,
124814,141553671.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,169399527.0,"['-12.0344924', '-12.0344089', '-77.0205435', '-77.0204197']",-12.0344439,-77.020483,"Arica, Urbanización Piedra Liza, Rímac, Lima, Lima Metropolitana, Lima, 15093, Perú",highway,living_street,0.1999999999999999,
